Age [ka BP]	Depth ice/snow [m]	Age [year AD]	Depth top [m]	Depth bot [m]	d18O H2O [per mil SMOW]	Acc rate ice [kg/m**2/a]
1.463	126.892000	487	126.86000	126.92400	-45.66	57.10
1.464	126.954000	486	126.92400	126.98500	-45.80	54.85
1.465	127.028000	485	126.98500	127.07100	-45.78	77.25
1.466	127.109000	484	127.07100	127.14800	-45.50	68.61
1.467	127.177000	483	127.14800	127.20600	-45.03	52.16
1.468	127.240000	482	127.20600	127.27300	-44.49	60.08
1.469	127.308000	481	127.27300	127.34300	-44.42	62.49
1.470	127.376000	480	127.34300	127.40800	-44.72	57.90
1.471	127.434000	479	127.40800	127.46000	-45.21	46.94
1.472	127.493000	478	127.46000	127.52500	-45.81	58.22
1.473	127.562000	477	127.52500	127.59900	-46.13	66.39
1.474	127.625000	476	127.59900	127.65100	-45.55	46.32
1.475	127.676000	475	127.65100	127.70100	-44.88	44.78
1.476	127.740000	474	127.70100	127.77800	-44.78	69.31
1.477	127.807000	473	127.77800	127.83600	-45.71	51.98
1.478	127.865000	472	127.83600	127.89400	-46.55	51.92
1.479	127.926000	471	127.89400	127.95800	-46.04	56.93
1.480	127.989000	470	127.95800	128.02000	-45.08	55.74
1.481	128.064000	469	128.02000	128.10800	-44.75	78.59
1.482	128.137000	468	128.10800	128.16700	-45.18	53.53
1.483	128.204000	467	128.16700	128.24200	-45.91	66.59
1.484	128.273000	466	128.24200	128.30300	-46.20	55.15
1.485	128.337000	465	128.30300	128.37100	-45.65	60.55
1.486	128.393000	464	128.37100	128.41500	-44.91	39.65
1.487	128.442000	463	128.41500	128.47000	-44.48	49.03
1.488	128.500000	462	128.47000	128.53100	-44.08	54.88
1.489	128.567000	461	128.53100	128.60400	-43.92	65.04
1.490	128.631000	460	128.60400	128.65900	-44.09	49.17
1.491	128.684000	459	128.65900	128.70900	-45.26	44.66
1.492	128.733000	458	128.70900	128.75700	-46.52	42.92
1.493	128.778000	457	128.75700	128.79900	-46.82	37.77
1.494	128.825000	456	128.79900	128.85100	-46.49	46.46
1.495	128.887000	455	128.85100	128.92300	-45.58	64.47
1.496	128.970000	454	128.92300	129.01800	-45.16	85.16
1.497	129.046000	453	129.01800	129.07300	-46.06	49.76
1.498	129.107000	452	129.07300	129.14100	-46.67	61.07
1.499	129.171000	451	129.14100	129.20100	-45.98	53.22
1.500	129.228000	450	129.20100	129.25600	-45.05	49.84
1.501	129.296000	449	129.25600	129.33600	-45.10	71.09
1.502	129.367000	448	129.33600	129.39800	-46.20	55.46
1.503	129.430000	447	129.39800	129.46300	-47.00	58.48
1.504	129.489000	446	129.46300	129.51500	-46.64	47.13
1.505	129.563000	445	129.51500	129.61100	-45.83	85.37
1.506	129.653000	444	129.61100	129.69500	-44.72	75.71
1.507	129.720000	443	129.69500	129.74400	-44.53	43.84
1.508	129.787000	442	129.74400	129.83000	-44.70	77.22
1.509	129.862000	441	129.83000	129.89300	-44.93	56.06
1.510	129.925000	440	129.89300	129.95700	-45.05	57.87
1.511	129.986000	439	129.95700	130.01500	-44.99	52.22
1.512	130.054000	438	130.01500	130.09200	-45.07	69.33
1.513	130.125000	437	130.09200	130.15900	-45.46	59.53
1.514	130.182000	436	130.15900	130.20500	-45.56	41.42
1.515	130.232000	435	130.20500	130.26000	-45.15	49.36
1.516	130.288000	434	130.26000	130.31600	-44.34	50.43
1.517	130.338000	433	130.31600	130.36000	-43.60	39.53
1.518	130.380000	432	130.36000	130.40000	-43.37	35.74
1.519	130.429000	431	130.40000	130.45700	-43.55	51.29
1.520	130.483000	430	130.45700	130.51000	-43.36	47.77
1.521	130.548000	429	130.51000	130.58500	-42.13	67.03
1.522	130.625000	428	130.58500	130.66500	-41.03	71.70
1.523	130.705000	427	130.66500	130.74500	-41.80	71.68
1.524	130.787000	426	130.74500	130.82900	-42.40	75.51
1.525	130.858000	425	130.82900	130.88800	-42.49	53.13
1.526	130.912000	424	130.88800	130.93600	-42.81	43.44
1.527	130.962000	423	130.93600	130.98700	-43.30	45.49
1.528	131.031000	422	130.98700	131.07500	-43.74	79.45
1.529	131.111000	421	131.07500	131.14700	-44.29	64.51
1.530	131.182000	420	131.14700	131.21700	-45.57	62.90
1.531	131.257000	419	131.21700	131.29800	-46.72	72.31
1.532	131.324000	418	131.29800	131.35000	-46.94	46.97
1.533	131.397000	417	131.35000	131.44400	-47.03	83.95
1.534	131.483000	416	131.44400	131.52300	-46.98	70.64
1.535	131.554000	415	131.52300	131.58600	-47.04	57.08
1.536	131.613000	414	131.58600	131.64100	-47.24	48.96
1.537	131.673000	413	131.64100	131.70600	-47.44	58.32
1.538	131.728000	412	131.70600	131.75000	-47.45	39.26
1.539	131.787000	411	131.75000	131.82500	-47.33	67.73
1.540	131.865000	410	131.82500	131.90500	-46.91	71.80
1.541	131.932000	409	131.90500	131.95900	-45.75	48.45
1.542	131.987000	408	131.95900	132.01400	-44.82	49.54
1.543	132.049000	407	132.01400	132.08400	-45.13	62.99
1.544	132.119000	406	132.08400	132.15500	-45.73	63.41
1.545	132.180000	405	132.15500	132.20500	-45.88	44.88
1.546	132.238000	404	132.20500	132.27000	-45.25	58.11
1.547	132.316000	403	132.27000	132.36200	-44.01	83.00
1.548	132.399000	402	132.36200	132.43700	-43.96	67.63
1.549	132.489000	401	132.43700	132.54100	-44.82	93.44
1.550	132.566000	400	132.54100	132.59200	-45.36	46.12
1.551	132.620000	399	132.59200	132.64800	-45.24	49.51
1.552	132.678000	398	132.64800	132.70800	-44.49	54.59
1.553	132.746000	397	132.70800	132.78400	-44.00	68.04
1.554	132.818000	396	132.78400	132.85200	-44.21	61.37
1.555	132.898000	395	132.85200	132.94400	-44.64	82.98
1.556	132.983000	394	132.94400	133.02300	-45.64	71.57
1.557	133.055000	393	133.02300	133.08700	-46.82	58.10
1.558	133.118000	392	133.08700	133.14800	-47.43	54.19
1.559	133.184000	391	133.14800	133.22000	-47.19	65.52
1.560	133.262000	390	133.22000	133.30300	-46.12	74.52
1.561	133.329000	389	133.30300	133.35500	-45.74	47.46
1.562	133.379000	388	133.35500	133.40300	-45.74	43.07
1.563	133.427000	387	133.40300	133.45100	-46.06	43.75
1.564	133.492000	386	133.45100	133.53300	-46.56	74.13
1.565	133.571000	385	133.53300	133.61000	-46.93	70.16
1.566	133.645000	384	133.61000	133.68100	-46.71	64.15
1.567	133.721000	383	133.68100	133.76200	-45.56	73.21
1.568	133.796000	382	133.76200	133.83000	-44.85	61.26
1.569	133.857000	381	133.83000	133.88400	-44.89	49.57
1.570	133.916000	380	133.88400	133.94700	-45.39	57.40
1.571	133.982000	379	133.94700	134.01800	-45.98	63.33
1.572	134.053000	378	134.01800	134.08700	-46.07	63.20
1.573	134.111000	377	134.08700	134.13400	-45.87	42.07
1.574	134.161000	376	134.13400	134.18800	-45.70	48.05
1.575	134.242000	375	134.18800	134.29500	-45.86	96.88
1.576	134.340000	374	134.29500	134.38500	-46.64	81.12
1.577	134.428000	373	134.38500	134.47000	-46.08	77.01
1.578	134.503000	372	134.47000	134.53600	-45.05	59.34
1.579	134.566000	371	134.53600	134.59700	-44.43	54.85
1.580	134.630000	370	134.59700	134.66300	-44.52	59.74
1.581	134.686000	369	134.66300	134.71000	-45.29	42.48
1.582	134.730000	368	134.71000	134.75000	-45.39	35.79
1.583	134.779000	367	134.75000	134.80700	-45.59	51.53
1.584	134.833000	366	134.80700	134.86000	-45.46	47.55
1.585	134.893000	365	134.86000	134.92500	-45.74	58.71
1.586	134.958000	364	134.92500	134.99000	-46.44	59.01
1.587	135.036000	363	134.99000	135.08100	-46.56	81.94
1.588	135.142000	362	135.08100	135.20200	-44.72	109.62
1.589	135.238000	361	135.20200	135.27400	-44.26	64.34
1.590	135.302000	360	135.27400	135.32900	-44.84	49.94
1.591	135.356000	359	135.32900	135.38300	-45.38	48.29
1.592	135.407000	358	135.38300	135.43200	-45.65	45.16
1.593	135.457000	357	135.43200	135.48200	-45.62	45.17
1.594	135.508000	356	135.48200	135.53500	-45.45	47.19
1.595	135.570000	355	135.53500	135.60500	-45.22	63.50
1.596	135.634000	354	135.60500	135.66300	-45.32	51.98
1.597	135.688000	353	135.66300	135.71200	-45.68	44.30
1.598	135.733000	352	135.71200	135.75500	-45.97	39.31
1.599	135.786000	351	135.75500	135.81800	-46.05	57.09
1.600	135.857000	350	135.81800	135.89500	-45.72	69.47
1.601	135.930000	349	135.89500	135.96500	-46.04	62.93
1.602	135.992000	348	135.96500	136.01800	-46.17	47.81
1.603	136.043000	347	136.01800	136.06900	-45.99	46.46
1.604	136.097000	346	136.06900	136.12600	-45.85	51.88
1.605	136.164000	345	136.12600	136.20200	-45.82	68.91
1.606	136.234000	344	136.20200	136.26700	-45.33	57.90
1.607	136.296000	343	136.26700	136.32500	-44.81	52.47
1.608	136.351000	342	136.32500	136.37700	-44.44	47.66
1.609	136.418000	341	136.37700	136.45900	-43.70	73.26
1.610	136.500000	340	136.45900	136.54000	-43.76	73.22
1.611	136.573000	339	136.54000	136.60600	-44.39	59.58
1.612	136.633000	338	136.60600	136.66000	-44.86	48.42
1.613	136.692000	337	136.66000	136.72500	-45.35	58.22
1.614	136.756000	336	136.72500	136.78600	-45.72	55.05
1.615	136.817000	335	136.78600	136.84900	-45.18	56.19
1.616	136.890000	334	136.84900	136.93100	-44.31	74.18
1.617	136.968000	333	136.93100	137.00500	-44.52	66.11
1.618	137.034000	332	137.00500	137.06200	-45.49	51.54
1.619	137.092000	331	137.06200	137.12200	-46.25	53.68
1.620	137.159000	330	137.12200	137.19500	-46.55	66.01
1.621	137.246000	329	137.19500	137.29800	-47.02	92.28
1.622	137.332000	328	137.29800	137.36500	-46.53	60.57
1.623	137.402000	327	137.36500	137.43900	-45.97	65.97
1.624	137.477000	326	137.43900	137.51500		68.05
1.625	137.551000	325	137.51500	137.58700	-46.38	63.78
1.626	137.625000	324	137.58700	137.66300	-45.93	67.54
1.627	137.697000	323	137.66300	137.73100	-45.54	60.49
1.628	137.762000	322	137.73100	137.79200	-45.22	53.72
1.629	137.817000	321	137.79200	137.84200	-45.67	45.42
1.630	137.886000	320	137.84200	137.93000	-45.74	78.04
1.631	137.965000	319	137.93000	138.00000	-45.19	62.52
1.632	138.047000	318	138.00000	138.09300	-44.75	82.86
1.633	138.149000	317	138.09300	138.20400	-46.29	99.54
1.634	138.244000	316	138.20400	138.28300	-47.64	70.66
1.635	138.321000	315	138.28300	138.36000	-47.11	69.64
1.636	138.393000	314	138.36000	138.42700	-46.14	59.97
1.637	138.458000	313	138.42700	138.48800	-45.24	55.55
1.638	138.515000	312	138.48800	138.54200		48.61
1.639	138.577000	311	138.54200	138.61300	-44.05	63.40
1.640	138.645000	310	138.61300	138.67700	-43.89	57.66
1.641	138.713000	309	138.67700	138.74800	-44.17	63.74
1.642	138.794000	308	138.74800	138.84000	-43.81	83.71
1.643	138.873000	307	138.84000	138.90500	-42.24	58.46
1.644	138.962000	306	138.90500	139.01800	-42.27	102.51
1.645	139.061000	305	139.01800	139.10500	-43.08	78.66
1.646	139.138000	304	139.10500	139.17100	-44.96	59.45
1.647	139.196000	303	139.17100	139.22100	-45.33	45.66
1.648	139.244000	302	139.22100	139.26800	-45.51	42.18
1.649	139.300000	301	139.26800	139.33300	-45.16	59.46
1.650	139.379000	300	139.33300	139.42500	-44.66	83.26
1.651	139.468000	299	139.42500	139.51000	-44.54	76.70
1.652	139.559000	298	139.51000	139.60700	-45.23	88.24
1.653	139.649000	297	139.60700	139.69100	-46.08	75.77
1.654	139.726000	296	139.69100	139.76000	-45.83	62.28
1.655	139.788000	295	139.76000	139.81700	-45.84	51.46
1.656	139.840000	294	139.81700	139.86300	-46.43	40.96
1.657	139.895000	293	139.86300	139.92800	-47.06	58.94
1.658	139.969000	292	139.92800	140.00900	-46.61	72.94
1.659	140.049000	291	140.00900	140.09000	-45.56	73.55
1.660	140.130000	290	140.09000	140.17000	-44.67	71.92
1.661	140.199000	289	140.17000	140.22800	-44.36	52.17
1.662	140.264000	288	140.22800	140.30000	-44.55	64.90
1.663	140.345000	287	140.30000	140.39000	-44.83	81.04
1.664	140.419000	286	140.39000	140.44900	-45.71	53.49
1.665	140.477000	285	140.44900	140.50500	-46.16	50.17
1.666	140.535000	284	140.50500	140.56500	-45.30	54.38
1.667	140.597000	283	140.56500	140.63000	-44.91	58.40
1.668	140.670000	282	140.63000	140.71000	-44.87	72.24
1.669	140.748000	281	140.71000	140.78500	-45.16	67.77
1.670	140.825000	280	140.78500	140.86500	-45.46	72.33
1.671	140.914000	279	140.86500	140.96300	-46.09	88.47
1.672	141.008000	278	140.96300	141.05300	-46.56	81.44
1.673	141.086000	277	141.05300	141.11900	-46.08	59.51
1.674	141.155000	276	141.11900	141.19100	-44.78	65.61
1.675	141.236000	275	141.19100	141.28100	-43.57	81.36
1.676	141.310000	274	141.28100	141.34000	-44.37	53.28
1.677	141.377000	273	141.34000	141.41500	-45.68	67.73
1.678	141.463000	272	141.41500	141.51000	-45.50	85.70
1.679	141.543000	271	141.51000	141.57700	-44.40	60.73
1.680	141.614000	270	141.57700	141.65100	-43.40	66.57
1.681	141.681000	269	141.65100	141.71100	-43.26	54.54
1.682	141.740000	268	141.71100	141.76900	-44.79	52.22
1.683	141.788000	267	141.76900	141.80800	-45.93	34.85
1.684	141.842000	266	141.80800	141.87600	-46.32	62.18
1.685	141.917000	265	141.87600	141.95700	-45.68	72.68
1.686	142.011000	264	141.95700	142.06500	-44.61	97.52
1.687	142.139000	263	142.06500	142.21400	-43.92	134.26
1.688	142.244000	262	142.21400	142.27500	-44.00	55.12
1.689	142.299000	261	142.27500	142.32300	-43.83	43.35
1.690	142.347000	260	142.32300	142.37200	-43.73	44.58
1.691	142.399000	259	142.37200	142.42600	-44.02	48.58
1.692	142.452000	258	142.42600	142.47700	-44.51	46.03
1.693	142.502000	257	142.47700	142.52700	-45.11	45.29
1.694	142.561000	256	142.52700	142.59500	-45.59	61.19
1.695	142.638000	255	142.59500	142.68200	-45.37	79.15
1.696	142.712000	254	142.68200	142.74200	-45.13	54.32
1.697	142.765000	253	142.74200	142.78800	-45.13	41.51
1.698	142.821000	252	142.78800	142.85500	-45.13	60.39
1.699	142.885000	251	142.85500	142.91500	-45.16	54.07
1.700	142.950000	250	142.91500	142.98500	-45.35	63.73
1.701	143.029000	249	142.98500	143.07200	-45.77	78.92
1.702	143.113000	248	143.07200	143.15500	-46.09	75.19
1.703	143.196000	247	143.15500	143.23800	-45.52	74.95
1.704	143.274000	246	143.23800	143.31100	-45.02	66.66
1.705	143.339000	245	143.31100	143.36600	-44.80	49.80
1.706	143.413000	244	143.36600	143.46000	-44.61	84.81
1.707	143.514000	243	143.46000	143.56900	-44.50	98.40
1.708	143.603000	242	143.56900	143.63700	-43.94	61.81
1.709	143.676000	241	143.63700	143.71500	-43.62	69.93
1.710	143.753000	240	143.71500	143.79100	-43.11	68.35
1.711	143.820000	239	143.79100	143.84900	-42.84	53.10
1.712	143.875000	238	143.84900	143.90000	-42.82	45.69
1.713	143.938000	237	143.90000	143.97500	-43.15	68.35
1.714	144.018000	236	143.97500	144.06100	-44.16	77.86
1.715	144.088000	235	144.06100	144.11500	-45.33	48.84
1.716	144.151000	234	144.11500	144.18700	-45.97	65.04
1.717	144.226000	233	144.18700	144.26600	-46.03	72.39
1.718	144.314000	232	144.26600	144.36100	-44.96	86.33
1.719	144.397000	231	144.36100	144.43200	-44.05	64.54
1.720	144.458000	230	144.43200	144.48400	-43.87	46.97
1.721	144.505000	229	144.48400	144.52600	-44.23	38.07
1.722	144.548000	228	144.52600	144.57100	-44.59	40.90
1.723	144.600000	227	144.57100	144.62900	-44.85	52.73
1.724	144.660000	226	144.62900	144.69100	-45.27	56.08
1.725	144.743000	225	144.69100	144.79500	-45.81	94.96
1.726	144.820000	224	144.79500	144.84400	-45.59	44.81
1.727	144.866000	223	144.84400	144.88800	-45.40	40.05
1.728	144.922000	222	144.88800	144.95500	-45.40	60.61
1.729	144.992000	221	144.95500	145.02800	-45.23	66.44
1.730	145.066000	220	145.02800	145.10500	-43.97	69.94
1.731	145.149000	219	145.10500	145.19300	-42.40	79.58
1.732	145.245000	218	145.19300	145.29800	-41.92	95.48
1.733	145.331000	217	145.29800	145.36400	-43.50	60.52
1.734	145.394000	216	145.36400	145.42500	-44.89	55.05
1.735	145.452000	215	145.42500	145.47900	-45.82	49.51
1.736	145.507000	214	145.47900	145.53600	-46.43	52.23
1.737	145.571000	213	145.53600	145.60500	-46.53	62.38
1.738	145.638000	212	145.60500	145.67100	-46.26	60.16
1.739	145.701000	211	145.67100	145.73100	-46.01	54.29
1.740	145.768000	210	145.73100	145.80500	-46.12	67.49
1.741	145.861000	209	145.80500	145.91600	-45.47	100.76
1.742	145.947000	208	145.91600	145.97900	-45.26	57.31
1.743	146.007000	207	145.97900	146.03500	-45.08	51.14
1.744	146.082000	206	146.03500	146.12800	-44.50	83.44
1.745	146.162000	205	146.12800	146.19700	-44.38	63.32
1.746	146.227000	204	146.19700	146.25800	-44.71	55.06
1.747	146.301000	203	146.25800	146.34400	-46.17	77.16
1.748	146.376000	202	146.34400	146.40800	-47.43	57.96
1.749	146.442000	201	146.40800	146.47600	-47.77	61.94
1.750	146.511000	200	146.47600	146.54600	-47.14	63.38
1.751	146.595000	199	146.54600	146.64300	-46.08	87.22
1.752	146.675000	198	146.64300	146.70700	-45.57	58.62
1.753	146.734000	197	146.70700	146.76100	-45.84	48.68
1.754	146.803000	196	146.76100	146.84400	-46.08	75.38
1.755	146.898000	195	146.84400	146.95100	-45.75	97.97
1.756	146.982000	194	146.95100	147.01300	-45.51	56.37
1.757	147.042000	193	147.01300	147.07100	-45.41	53.00
1.758	147.095000	192	147.07100	147.12000	-45.60	44.87
1.759	147.140000	191	147.12000	147.16000	-45.85	36.75
1.760	147.181000	190	147.16000	147.20200	-46.07	38.13
1.761	147.227000	189	147.20200	147.25200	-46.09	45.59
1.762	147.280000	188	147.25200	147.30900	-45.71	52.51
1.763	147.337000	187	147.30900	147.36500	-44.96	50.35
1.764	147.400000	186	147.36500	147.43500	-44.63	64.08
1.765	147.464000	185	147.43500	147.49200	-45.26	52.36
1.766	147.523000	184	147.49200	147.55300	-45.68	54.80
1.767	147.581000	183	147.55300	147.60900	-45.43	51.26
1.768	147.642000	182	147.60900	147.67500	-45.06	59.89
1.769	147.707000	181	147.67500	147.73800	-44.59	57.73
1.770	147.773000	180	147.73800	147.80700	-44.42	61.90
1.771	147.855000	179	147.80700	147.90200	-44.21	86.96
1.772	147.940000	178	147.90200	147.97800	-43.93	68.25
1.773	148.020000	177	147.97800	148.06200	-43.97	76.49
1.774	148.111000	176	148.06200	148.16000	-44.39	88.42
1.775	148.202000	175	148.16000	148.24500	-44.58	77.63
1.776	148.293000	174	148.24500	148.34200	-44.29	88.34
1.777	148.371000	173	148.34200	148.40100	-44.45	53.26
1.778	148.435000	172	148.40100	148.47000	-44.54	63.17
1.779	148.518000	171	148.47000	148.56500	-44.42	86.60
1.780	148.603000	170	148.56500	148.64200	-45.05	70.11
1.781	148.674000	169	148.64200	148.70700	-46.16	59.85
1.782	148.731000	168	148.70700	148.75500	-46.21	43.51
1.783	148.779000	167	148.75500	148.80300	-45.65	44.13
